Date,Description,Category,Amount,Balance,Type
2024-03-10,Amazon Purchase,Shopping,-108,-3218470,Debit
2024-07-28,Interest Credit,Savings Interest,16376,-3202094,Credit
2024-12-23,Salary Credit,Income,6482,-3195612,Credit
2024-07-14,Flipkart Order,Shopping,-5167,-3200779,Debit
2024-01-23,Electronics,Shopping,-5277,-3206056,Debit
2024-08-09,FD Interest,Savings Interest,16219,-3189837,Credit
2024-08-05,Restaurant Bill,Food,-9572,-3199409,Debit
2025-03-27,Spotify,Entertainment,-9810,-3209219,Debit
2024-03-12,Bank Transfer,Transfer,-4515,-3213734,Debit
2024-01-03,Restaurant Bill,Food,-8631,-3222365,Debit
2024-03-15,Amazon Purchase,Shopping,-3340,-3225705,Debit
2025-02-05,Flipkart Order,Shopping,-1756,-3227461,Debit
2024-12-02,Myntra Shopping,Shopping,-3508,-3230969,Debit
2024-01-11,Water Bill,Utilities,-8026,-3238995,Debit
2024-03-14,Interest Credit,Savings Interest,815,-3238180,Credit
2024-09-03,Interest Credit,Savings Interest,29580,-3208600,Credit
2024-11-21,Medical Store,Health,-4888,-3213488,Debit
2024-08-31,Internet Recharge,Utilities,-2957,-3216445,Debit
2025-02-05,Internet Recharge,Utilities,-2489,-3218934,Debit
2024-09-04,Train Ticket,Transport,-9438,-3228372,Debit
2025-01-30,Train Ticket,Transport,-6289,-3234661,Debit
2024-06-26,Electricity Bill,Utilities,-8942,-3243603,Debit
2025-05-08,Electricity Bill,Utilities,-1619,-3245222,Debit
2024-11-28,YouTube Premium,Entertainment,-9787,-3255009,Debit
2024-07-30,YouTube Premium,Entertainment,-455,-3255464,Debit
2024-02-19,Medical Store,Health,-7178,-3262642,Debit
2024-07-07,YouTube Premium,Entertainment,-4002,-3266644,Debit
2024-01-24,Myntra Shopping,Shopping,-4950,-3271594,Debit
2024-09-14,Spotify,Entertainment,-8705,-3280299,Debit
2024-03-20,Train Ticket,Transport,-6277,-3286576,Debit
2024-01-31,Myntra Shopping,Shopping,-1930,-3288506,Debit
2025-01-03,Zomato Order,Food,-6205,-3294711,Debit
2024-10-05,Petrol,Transport,-9079,-3303790,Debit
2024-01-10,Interest Credit,Savings Interest,9299,-3294491,Credit
2025-04-22,Water Bill,Utilities,-4564,-3299055,Debit
2024-08-27,ATM Withdrawal,Cash,-9809,-3308864,Debit
2025-04-10,Received from Rahul,Transfer,-3500,-3312364,Debit
2025-01-15,Cash Deposit,Cash,-2422,-3314786,Debit
2024-08-31,YouTube Premium,Entertainment,-4952,-3319738,Debit
2024-07-25,Received from Rahul,Transfer,-1961,-3321699,Debit
2024-12-25,Flipkart Order,Shopping,-6723,-3328422,Debit
2024-11-17,UPI to Friend,Transfer,-7598,-3336020,Debit
2024-12-16,FD Interest,Savings Interest,26809,-3309211,Credit
2024-10-04,FD Interest,Savings Interest,3300,-3305911,Credit
2024-03-02,Interest Credit,Savings Interest,23256,-3282655,Credit
2025-02-01,Flipkart Order,Shopping,-1225,-3283880,Debit
2024-02-24,Salary Credit,Income,14006,-3269874,Credit
2024-04-22,Doctor Visit,Health,-7472,-3277346,Debit
2024-03-19,Train Ticket,Transport,-1217,-3278563,Debit
2024-11-23,YouTube Premium,Entertainment,-1122,-3279685,Debit
2025-04-22,Medical Store,Health,-2010,-3281695,Debit
2024-12-18,Medical Store,Health,-3737,-3285432,Debit
2024-02-19,Internet Recharge,Utilities,-5308,-3290740,Debit
2024-08-16,Uber Ride,Transport,-6219,-3296959,Debit
2024-02-11,UPI to Friend,Transfer,-4334,-3301293,Debit
2025-01-14,Internet Recharge,Utilities,-9322,-3310615,Debit
2024-10-04,Bank Transfer,Transfer,-4583,-3315198,Debit
2024-07-03,Freelance Payment,Income,4313,-3310885,Credit
2025-04-14,Movie Tickets,Entertainment,-2510,-3313395,Debit
2024-04-29,Bank Transfer,Transfer,-3380,-3316775,Debit
2024-11-21,YouTube Premium,Entertainment,-1940,-3318715,Debit
2024-10-01,Uber Ride,Transport,-3208,-3321923,Debit
2024-12-22,Train Ticket,Transport,-2496,-3324419,Debit
2025-01-21,Doctor Visit,Health,-7922,-3332341,Debit
2024-11-06,Train Ticket,Transport,-4628,-3336969,Debit
2024-04-18,Freelance Payment,Income,12574,-3324395,Credit
2024-03-27,Myntra Shopping,Shopping,-4546,-3328941,Debit
2024-09-14,Restaurant Bill,Food,-9295,-3338236,Debit
2024-08-01,Medical Store,Health,-9043,-3347279,Debit
2024-07-04,Electronics,Shopping,-9173,-3356452,Debit
2024-05-02,Doctor Visit,Health,-3421,-3359873,Debit
2024-01-27,Petrol,Transport,-2190,-3362063,Debit
2024-11-21,Train Ticket,Transport,-1275,-3363338,Debit
2024-01-09,Train Ticket,Transport,-445,-3363783,Debit
2024-08-14,Movie Tickets,Entertainment,-5909,-3369692,Debit
2025-03-20,Cash Deposit,Cash,-6991,-3376683,Debit
2024-02-07,Interest Credit,Savings Interest,19032,-3357651,Credit
2024-07-30,FD Interest,Savings Interest,25815,-3331836,Credit
2024-12-09,Medical Store,Health,-6390,-3338226,Debit
2025-03-11,FD Interest,Savings Interest,23080,-3315146,Credit
2024-03-25,Movie Tickets,Entertainment,-5866,-3321012,Debit
2025-02-22,Refund,Income,12506,-3308506,Credit
2024-02-27,Swiggy,Food,-564,-3309070,Debit
2024-09-29,Medical Store,Health,-5054,-3314124,Debit
2024-12-25,Myntra Shopping,Shopping,-8886,-3323010,Debit
2025-01-05,Petrol,Transport,-2831,-3325841,Debit
2024-03-07,Doctor Visit,Health,-8648,-3334489,Debit
2024-07-17,Uber Ride,Transport,-9944,-3344433,Debit
2024-05-21,Cafe Coffee Day,Food,-8769,-3353202,Debit
2024-09-17,Movie Tickets,Entertainment,-7888,-3361090,Debit
2025-05-12,Doctor Visit,Health,-1875,-3362965,Debit
2025-01-27,Internet Recharge,Utilities,-9626,-3372591,Debit
2024-12-26,Bonus,Income,19463,-3353128,Credit
2024-06-27,FD Interest,Savings Interest,9761,-3343367,Credit
2025-02-24,Water Bill,Utilities,-4472,-3347839,Debit
2024-06-08,UPI to Friend,Transfer,-6885,-3354724,Debit
2024-06-10,Doctor Visit,Health,-5316,-3360040,Debit
2024-12-12,Amazon Purchase,Shopping,-8585,-3368625,Debit
2025-01-11,Movie Tickets,Entertainment,-463,-3369088,Debit
2025-05-15,Salary Credit,Income,19591,-3349497,Credit
2024-12-27,Medical Store,Health,-5007,-3354504,Debit
2024-02-16,FD Interest,Savings Interest,13239,-3341265,Credit
2025-03-23,Interest Credit,Savings Interest,27056,-3314209,Credit
2024-03-23,Spotify,Entertainment,-6468,-3320677,Debit
2024-07-02,Flipkart Order,Shopping,-4543,-3325220,Debit
2024-07-09,Swiggy,Food,-1298,-3326518,Debit
2025-05-01,Bonus,Income,22499,-3304019,Credit
2025-01-08,Doctor Visit,Health,-5101,-3309120,Debit
2024-01-27,Movie Tickets,Entertainment,-8914,-3318034,Debit
2025-01-09,ATM Withdrawal,Cash,-2137,-3320171,Debit
2024-04-19,Doctor Visit,Health,-830,-3321001,Debit
2024-11-14,Received from Rahul,Transfer,-5390,-3326391,Debit
2024-07-25,Cash Deposit,Cash,-4983,-3331374,Debit
2024-12-31,Spotify,Entertainment,-8048,-3339422,Debit
2024-02-20,Myntra Shopping,Shopping,-187,-3339609,Debit
2024-04-05,Interest Credit,Savings Interest,6425,-3333184,Credit
2025-01-21,Electronics,Shopping,-3801,-3336985,Debit
2025-05-01,Myntra Shopping,Shopping,-5586,-3342571,Debit
2024-05-09,Uber Ride,Transport,-3500,-3346071,Debit
2024-01-20,Salary Credit,Income,24174,-3321897,Credit
2024-08-06,Freelance Payment,Income,21243,-3300654,Credit
2024-06-29,Cash Deposit,Cash,-4089,-3304743,Debit
2025-01-25,Interest Credit,Savings Interest,8803,-3295940,Credit
2024-08-13,Cash Deposit,Cash,-4844,-3300784,Debit
2025-03-05,Spotify,Entertainment,-780,-3301564,Debit
2024-04-12,Freelance Payment,Income,2899,-3298665,Credit
2024-04-27,Myntra Shopping,Shopping,-7022,-3305687,Debit
2025-05-15,Cafe Coffee Day,Food,-6027,-3311714,Debit
2024-01-12,Bank Transfer,Transfer,-1174,-3312888,Debit
2024-01-17,Restaurant Bill,Food,-3181,-3316069,Debit
2024-07-24,Uber Ride,Transport,-8794,-3324863,Debit
2024-09-21,FD Interest,Savings Interest,11246,-3313617,Credit
2024-11-03,Water Bill,Utilities,-6880,-3320497,Debit
2025-04-13,Spotify,Entertainment,-9486,-3329983,Debit
2024-06-12,Internet Recharge,Utilities,-5218,-3335201,Debit
2024-02-06,Uber Ride,Transport,-9005,-3344206,Debit
2025-02-15,YouTube Premium,Entertainment,-8414,-3352620,Debit
2024-08-15,Electronics,Shopping,-8732,-3361352,Debit
2024-10-30,Doctor Visit,Health,-2285,-3363637,Debit
2024-01-16,Interest Credit,Savings Interest,23300,-3340337,Credit
2024-01-30,Interest Credit,Savings Interest,29542,-3310795,Credit
2024-04-18,ATM Withdrawal,Cash,-9387,-3320182,Debit
2024-04-09,Freelance Payment,Income,29622,-3290560,Credit
2024-02-10,Movie Tickets,Entertainment,-4112,-3294672,Debit
2025-04-23,UPI to Friend,Transfer,-3285,-3297957,Debit
2024-05-16,Bank Transfer,Transfer,-4455,-3302412,Debit
2024-06-19,Interest Credit,Savings Interest,25880,-3276532,Credit
2024-02-04,Interest Credit,Savings Interest,17897,-3258635,Credit
2024-02-04,Flipkart Order,Shopping,-2287,-3260922,Debit
2025-04-17,Electronics,Shopping,-8940,-3269862,Debit
2024-02-27,Bank Transfer,Transfer,-2299,-3272161,Debit
2025-04-10,Bonus,Income,28033,-3244128,Credit
2024-12-15,ATM Withdrawal,Cash,-1635,-3245763,Debit
2024-03-31,Myntra Shopping,Shopping,-4567,-3250330,Debit
2024-08-01,Myntra Shopping,Shopping,-4946,-3255276,Debit
2024-06-06,Internet Recharge,Utilities,-5597,-3260873,Debit
2024-11-30,Refund,Income,4935,-3255938,Credit
2025-04-06,Myntra Shopping,Shopping,-6546,-3262484,Debit
2024-09-09,YouTube Premium,Entertainment,-2027,-3264511,Debit
2024-02-20,Movie Tickets,Entertainment,-7425,-3271936,Debit
2024-11-22,Interest Credit,Savings Interest,12440,-3259496,Credit
2024-12-18,Interest Credit,Savings Interest,26289,-3233207,Credit
2024-11-19,FD Interest,Savings Interest,12895,-3220312,Credit
2024-08-25,Petrol,Transport,-5827,-3226139,Debit
2025-03-06,ATM Withdrawal,Cash,-125,-3226264,Debit
2025-01-09,Movie Tickets,Entertainment,-5542,-3231806,Debit
2024-09-14,Water Bill,Utilities,-9050,-3240856,Debit
2024-10-31,Water Bill,Utilities,-9161,-3250017,Debit
2024-07-30,UPI to Friend,Transfer,-7408,-3257425,Debit
2024-02-03,Bonus,Income,17684,-3239741,Credit
2025-04-05,Salary Credit,Income,7836,-3231905,Credit
2024-05-07,Interest Credit,Savings Interest,27775,-3204130,Credit
2024-07-25,Amazon Purchase,Shopping,-6193,-3210323,Debit
2024-03-09,YouTube Premium,Entertainment,-4788,-3215111,Debit
2025-01-17,Received from Rahul,Transfer,-5169,-3220280,Debit
2024-08-13,Internet Recharge,Utilities,-3125,-3223405,Debit
2025-02-20,FD Interest,Savings Interest,1381,-3222024,Credit
2025-03-26,Bonus,Income,4034,-3217990,Credit
2024-10-04,Interest Credit,Savings Interest,22261,-3195729,Credit
2024-08-24,YouTube Premium,Entertainment,-552,-3196281,Debit
2024-03-04,Electricity Bill,Utilities,-9445,-3205726,Debit
2025-04-08,Internet Recharge,Utilities,-6934,-3212660,Debit
2024-06-06,Petrol,Transport,-2141,-3214801,Debit
2025-01-23,Electricity Bill,Utilities,-6866,-3221667,Debit
2024-05-19,Electricity Bill,Utilities,-5252,-3226919,Debit
2025-02-20,Cash Deposit,Cash,-1404,-3228323,Debit
2025-01-30,Amazon Purchase,Shopping,-9359,-3237682,Debit
2024-09-23,Medical Store,Health,-8064,-3245746,Debit
2025-05-09,Petrol,Transport,-4386,-3250132,Debit
2024-12-15,Cash Deposit,Cash,-5264,-3255396,Debit
2025-02-16,UPI to Friend,Transfer,-280,-3255676,Debit
2024-05-30,Electronics,Shopping,-9937,-3265613,Debit
2024-02-29,FD Interest,Savings Interest,13284,-3252329,Credit
2024-03-02,UPI to Friend,Transfer,-859,-3253188,Debit
2024-06-03,Refund,Income,28674,-3224514,Credit
2024-10-06,Internet Recharge,Utilities,-5235,-3229749,Debit
2024-06-03,Zomato Order,Food,-3347,-3233096,Debit
2025-03-28,Bonus,Income,25572,-3207524,Credit
2024-11-06,Myntra Shopping,Shopping,-3085,-3210609,Debit
2025-04-08,Myntra Shopping,Shopping,-9620,-3220229,Debit
2024-08-21,Salary Credit,Income,10579,-3209650,Credit
2024-09-14,Medical Store,Health,-5054,-3214704,Debit
2024-04-18,Zomato Order,Food,-1339,-3216043,Debit
2024-11-28,FD Interest,Savings Interest,23107,-3192936,Credit
2024-09-17,Train Ticket,Transport,-9072,-3202008,Debit
2024-07-09,Zomato Order,Food,-5194,-3207202,Debit
2024-07-24,Flipkart Order,Shopping,-4193,-3211395,Debit
2024-03-25,Internet Recharge,Utilities,-7999,-3219394,Debit
2025-01-15,Received from Rahul,Transfer,-4998,-3224392,Debit
2024-10-30,FD Interest,Savings Interest,13890,-3210502,Credit
2024-02-27,Cash Deposit,Cash,-5749,-3216251,Debit
2024-03-25,Uber Ride,Transport,-1235,-3217486,Debit
2024-02-14,Cash Deposit,Cash,-3724,-3221210,Debit
2024-08-27,Zomato Order,Food,-3034,-3224244,Debit
2025-04-01,Flipkart Order,Shopping,-7680,-3231924,Debit
2025-01-10,Received from Rahul,Transfer,-4720,-3236644,Debit
2025-03-03,Spotify,Entertainment,-6248,-3242892,Debit
2024-01-30,Bank Transfer,Transfer,-367,-3243259,Debit
2024-02-26,Amazon Purchase,Shopping,-9415,-3252674,Debit
2024-07-16,Refund,Income,22358,-3230316,Credit
2024-06-02,YouTube Premium,Entertainment,-7766,-3238082,Debit
2024-12-12,Bank Transfer,Transfer,-6554,-3244636,Debit
2024-12-22,Train Ticket,Transport,-8908,-3253544,Debit
2025-03-12,Uber Ride,Transport,-9940,-3263484,Debit
2024-07-28,Uber Ride,Transport,-7655,-3271139,Debit
2024-05-18,Swiggy,Food,-7732,-3278871,Debit
2024-11-21,Petrol,Transport,-6715,-3285586,Debit
2024-01-07,Cash Deposit,Cash,-8645,-3294231,Debit
2024-11-12,Water Bill,Utilities,-9659,-3303890,Debit
2024-11-06,FD Interest,Savings Interest,12282,-3291608,Credit
2025-01-17,Doctor Visit,Health,-4228,-3295836,Debit
2024-08-16,Petrol,Transport,-6607,-3302443,Debit
2024-07-05,Interest Credit,Savings Interest,3659,-3298784,Credit
2024-12-01,Movie Tickets,Entertainment,-7433,-3306217,Debit
2025-02-06,Doctor Visit,Health,-3934,-3310151,Debit
2025-01-15,Electricity Bill,Utilities,-2592,-3312743,Debit
2025-04-10,Zomato Order,Food,-6763,-3319506,Debit
2024-01-13,Freelance Payment,Income,22141,-3297365,Credit
2024-09-15,Restaurant Bill,Food,-3023,-3300388,Debit
2025-05-10,Electricity Bill,Utilities,-6809,-3307197,Debit
2024-03-08,Cafe Coffee Day,Food,-5857,-3313054,Debit
2024-01-08,Restaurant Bill,Food,-7591,-3320645,Debit
2024-09-02,Internet Recharge,Utilities,-5027,-3325672,Debit
2025-04-20,Cash Deposit,Cash,-4351,-3330023,Debit
2024-10-11,Cash Deposit,Cash,-883,-3330906,Debit
2024-11-05,Refund,Income,1277,-3329629,Credit
2024-08-05,Electronics,Shopping,-6167,-3335796,Debit
2024-10-26,Movie Tickets,Entertainment,-8376,-3344172,Debit
2025-04-20,FD Interest,Savings Interest,17835,-3326337,Credit
2025-04-08,Cash Deposit,Cash,-9360,-3335697,Debit
2025-04-17,Interest Credit,Savings Interest,18614,-3317083,Credit
2025-04-12,Internet Recharge,Utilities,-5088,-3322171,Debit
2024-11-17,Internet Recharge,Utilities,-1195,-3323366,Debit
2025-03-02,Amazon Purchase,Shopping,-6830,-3330196,Debit
2024-01-19,Internet Recharge,Utilities,-6738,-3336934,Debit
2025-05-03,ATM Withdrawal,Cash,-896,-3337830,Debit
2024-09-16,Restaurant Bill,Food,-7498,-3345328,Debit
2025-02-20,Cash Deposit,Cash,-7192,-3352520,Debit
2024-12-02,UPI to Friend,Transfer,-3469,-3355989,Debit
2024-10-08,UPI to Friend,Transfer,-6860,-3362849,Debit
2024-01-23,Zomato Order,Food,-9083,-3371932,Debit
2024-05-14,Refund,Income,21097,-3350835,Credit
2024-01-13,Electricity Bill,Utilities,-9683,-3360518,Debit
2024-09-21,FD Interest,Savings Interest,27785,-3332733,Credit
2024-07-20,Spotify,Entertainment,-9839,-3342572,Debit
2024-12-21,UPI to Friend,Transfer,-9533,-3352105,Debit
2024-09-23,Medical Store,Health,-6683,-3358788,Debit
2025-01-19,UPI to Friend,Transfer,-3643,-3362431,Debit
2024-05-02,UPI to Friend,Transfer,-2619,-3365050,Debit
2024-05-04,Train Ticket,Transport,-1168,-3366218,Debit
2024-10-15,Interest Credit,Savings Interest,27173,-3339045,Credit
2025-03-02,Flipkart Order,Shopping,-9612,-3348657,Debit
2024-02-09,FD Interest,Savings Interest,10865,-3337792,Credit
2024-08-10,Internet Recharge,Utilities,-9607,-3347399,Debit
2024-05-10,Restaurant Bill,Food,-4759,-3352158,Debit
2024-09-02,FD Interest,Savings Interest,26864,-3325294,Credit
2024-10-06,Received from Rahul,Transfer,-8254,-3333548,Debit
2024-07-10,Petrol,Transport,-375,-3333923,Debit
2024-04-09,Movie Tickets,Entertainment,-5434,-3339357,Debit
2024-10-16,Swiggy,Food,-9272,-3348629,Debit
2024-02-18,Water Bill,Utilities,-2166,-3350795,Debit
2024-02-29,Cash Deposit,Cash,-763,-3351558,Debit
2024-03-08,Medical Store,Health,-9277,-3360835,Debit
2025-05-07,Electronics,Shopping,-8753,-3369588,Debit
2024-10-09,ATM Withdrawal,Cash,-4031,-3373619,Debit
2024-05-31,Interest Credit,Savings Interest,10907,-3362712,Credit
2024-06-29,Interest Credit,Savings Interest,8230,-3354482,Credit
2025-02-02,Cash Deposit,Cash,-3905,-3358387,Debit
2024-01-04,Salary Credit,Income,14687,-3343700,Credit
2024-12-31,Zomato Order,Food,-6385,-3350085,Debit
2024-09-10,Refund,Income,9532,-3340553,Credit
2024-10-01,Bank Transfer,Transfer,-4216,-3344769,Debit
2024-07-23,Electronics,Shopping,-9962,-3354731,Debit
2024-02-20,Interest Credit,Savings Interest,21595,-3333136,Credit
2024-03-28,Cash Deposit,Cash,-4448,-3337584,Debit
2024-10-29,FD Interest,Savings Interest,16029,-3321555,Credit
2024-02-29,Uber Ride,Transport,-2645,-3324200,Debit
2024-07-19,Internet Recharge,Utilities,-292,-3324492,Debit
2024-04-17,Uber Ride,Transport,-5192,-3329684,Debit
2025-01-31,Interest Credit,Savings Interest,8475,-3321209,Credit
2024-01-06,Uber Ride,Transport,-1847,-3323056,Debit
2024-08-25,Cash Deposit,Cash,-9002,-3332058,Debit
2024-12-29,Doctor Visit,Health,-2403,-3334461,Debit
2024-05-23,Internet Recharge,Utilities,-7409,-3341870,Debit
2025-03-19,Internet Recharge,Utilities,-9094,-3350964,Debit
2024-02-10,Water Bill,Utilities,-5821,-3356785,Debit
2024-10-05,Electronics,Shopping,-318,-3357103,Debit
2024-08-25,ATM Withdrawal,Cash,-8657,-3365760,Debit
2025-03-10,Interest Credit,Savings Interest,1583,-3364177,Credit
2025-04-05,Petrol,Transport,-6523,-3370700,Debit
2024-09-30,Train Ticket,Transport,-1761,-3372461,Debit
2024-10-25,Doctor Visit,Health,-6767,-3379228,Debit
2025-05-14,UPI to Friend,Transfer,-4118,-3383346,Debit
2024-10-29,Uber Ride,Transport,-4781,-3388127,Debit
2024-10-25,Movie Tickets,Entertainment,-6675,-3394802,Debit
2024-10-07,Bank Transfer,Transfer,-820,-3395622,Debit
2024-08-26,Doctor Visit,Health,-3063,-3398685,Debit
2024-01-27,Received from Rahul,Transfer,-4869,-3403554,Debit
2024-03-02,Medical Store,Health,-6261,-3409815,Debit
2024-09-25,ATM Withdrawal,Cash,-328,-3410143,Debit
2024-09-25,Movie Tickets,Entertainment,-7246,-3417389,Debit
2024-11-28,Salary Credit,Income,29635,-3387754,Credit
2025-05-03,Received from Rahul,Transfer,-580,-3388334,Debit
2025-04-26,Cafe Coffee Day,Food,-8212,-3396546,Debit
2024-05-25,Bonus,Income,13979,-3382567,Credit
2024-12-18,Cash Deposit,Cash,-4771,-3387338,Debit
2025-01-07,Cash Deposit,Cash,-8741,-3396079,Debit
2024-07-14,Refund,Income,6862,-3389217,Credit
2024-09-12,Swiggy,Food,-6503,-3395720,Debit
2025-04-16,Medical Store,Health,-5457,-3401177,Debit
2024-04-15,Refund,Income,6583,-3394594,Credit
2024-07-15,Zomato Order,Food,-2552,-3397146,Debit
2025-01-04,Received from Rahul,Transfer,-9796,-3406942,Debit
2024-10-10,Salary Credit,Income,4060,-3402882,Credit
2024-07-25,Petrol,Transport,-8858,-3411740,Debit
2024-10-05,ATM Withdrawal,Cash,-1904,-3413644,Debit
2024-12-03,ATM Withdrawal,Cash,-8597,-3422241,Debit
2024-12-12,Bonus,Income,27402,-3394839,Credit
2025-05-08,FD Interest,Savings Interest,23566,-3371273,Credit
2024-03-28,UPI to Friend,Transfer,-6571,-3377844,Debit
2024-12-13,Interest Credit,Savings Interest,15183,-3362661,Credit
2024-07-12,Medical Store,Health,-9822,-3372483,Debit
2025-01-26,Salary Credit,Income,22369,-3350114,Credit
2025-04-24,Zomato Order,Food,-1492,-3351606,Debit
2024-04-11,Cash Deposit,Cash,-1749,-3353355,Debit
2025-05-05,ATM Withdrawal,Cash,-8426,-3361781,Debit
2024-08-30,Refund,Income,28106,-3333675,Credit
2024-05-20,Swiggy,Food,-4107,-3337782,Debit
2024-05-27,UPI to Friend,Transfer,-3150,-3340932,Debit
2025-02-08,Bank Transfer,Transfer,-159,-3341091,Debit
2024-06-09,ATM Withdrawal,Cash,-507,-3341598,Debit
2025-03-06,YouTube Premium,Entertainment,-7989,-3349587,Debit
2025-05-02,Interest Credit,Savings Interest,7123,-3342464,Credit
2024-08-31,Bank Transfer,Transfer,-7560,-3350024,Debit
2025-01-20,Salary Credit,Income,18918,-3331106,Credit
2024-09-19,Spotify,Entertainment,-1173,-3332279,Debit
2024-12-01,YouTube Premium,Entertainment,-3491,-3335770,Debit
2024-11-08,Received from Rahul,Transfer,-5587,-3341357,Debit
2024-11-19,Doctor Visit,Health,-5077,-3346434,Debit
2024-02-15,Received from Rahul,Transfer,-4077,-3350511,Debit
2024-10-17,Petrol,Transport,-5839,-3356350,Debit
2024-08-25,Uber Ride,Transport,-1767,-3358117,Debit
2025-04-29,Cash Deposit,Cash,-2134,-3360251,Debit
2024-09-05,FD Interest,Savings Interest,19637,-3340614,Credit
2025-04-01,UPI to Friend,Transfer,-9921,-3350535,Debit
2024-01-28,Interest Credit,Savings Interest,724,-3349811,Credit
2025-01-09,Medical Store,Health,-5670,-3355481,Debit
2024-01-28,Bank Transfer,Transfer,-3057,-3358538,Debit
2025-03-12,Bank Transfer,Transfer,-3464,-3362002,Debit
2024-04-22,Swiggy,Food,-1872,-3363874,Debit
2025-03-18,Internet Recharge,Utilities,-5028,-3368902,Debit
2024-07-23,Refund,Income,16371,-3352531,Credit
2024-07-11,Doctor Visit,Health,-5423,-3357954,Debit
